Date,Close,High,Low,Open,Volume
13-03-2014,0.420116097,0.436456577,0.417984715,0.434798826,385172000
14-03-2014,0.422010511,0.425799614,0.415853254,0.415853254,460048000
17-03-2014,0.422010511,0.426273245,0.42153688,0.423194602,299656000
18-03-2014,0.431956947,0.434798761,0.421773755,0.423668307,293904000
19-03-2014,0.439535052,0.447823718,0.434088227,0.435272346,366168000
20-03-2014,0.43977195,0.443561054,0.435272414,0.437166938,191800000
21-03-2014,0.439061463,0.447113301,0.43669328,0.443561027,566116000
24-03-2014,0.43693012,0.442850577,0.430536004,0.439298303,306096000
25-03-2014,0.43693012,0.442140116,0.433614647,0.441666485,304424000
26-03-2014,0.426983833,0.449244772,0.423194729,0.440956131,557756000
27-03-2014,0.421300143,0.429588783,0.416563749,0.426036509,540728000
28-03-2014,0.423905134,0.426510147,0.419405598,0.420589689,398820000
31-03-2014,0.424141824,0.428404558,0.421773642,0.424615455,273404000
01-04-2014,0.441666543,0.44687654,0.432430613,0.437640638,656272000
02-04-2014,0.438824683,0.442613759,0.436930132,0.441666497,239948000
03-04-2014,0.443561077,0.4542179,0.439535144,0.439771973,599548000
04-04-2014,0.429825574,0.448534234,0.427931022,0.445929222,368032000
07-04-2014,0.431246489,0.439535129,0.427694215,0.430062398,428576000
08-04-2014,0.446639717,0.447823808,0.430536039,0.4312465,470692000
09-04-2014,0.446166039,0.452560154,0.442613764,0.448771051,421968000
10-04-2014,0.435272485,0.450428846,0.433851564,0.444271586,372748000
11-04-2014,0.429115206,0.438587939,0.423431549,0.43195702,353112000
14-04-2014,0.43385151,0.435509233,0.429115145,0.431956958,290184000
15-04-2014,0.43693012,0.439298303,0.430062373,0.434325108,304636000
16-04-2014,0.437877327,0.439535049,0.432430502,0.439061418,235136000
17-04-2014,0.439535052,0.443560984,0.435272346,0.436219608,153532000
21-04-2014,0.443087399,0.44427149,0.436930113,0.439771926,117004000
22-04-2014,0.446876556,0.449718398,0.441429729,0.443797912,255120000
23-04-2014,0.452086568,0.453270659,0.446876543,0.447587003,261580000
24-04-2014,0.456112444,0.46084881,0.455165183,0.455165183,391492000
25-04-2014,0.443561077,0.459427925,0.442613787,0.45516519,313600000
28-04-2014,0.441666543,0.449481553,0.436219717,0.44711337,226788000
29-04-2014,0.44261378,0.444271531,0.437640614,0.443324241,171300000
30-04-2014,0.437403768,0.442376963,0.436456507,0.441903332,305740000
01-05-2014,0.43977195,0.444981947,0.436219676,0.444034685,198104000
02-05-2014,0.436456412,0.441903237,0.4338514,0.441903237,156376000
05-05-2014,0.441192925,0.44450837,0.435509269,0.4359829,239260000
06-05-2014,0.432193905,0.44924482,0.431009813,0.445455744,416188000
07-05-2014,0.432667494,0.436219769,0.427931127,0.432193863,293900000
08-05-2014,0.438114226,0.444981944,0.428878296,0.431009678,432728000
09-05-2014,0.427457482,0.428878403,0.41940567,0.424852497,539532000
12-05-2014,0.440008789,0.440956051,0.428167847,0.428404677,299856000
13-05-2014,0.432904094,0.44119276,0.431483202,0.434088186,221104000
14-05-2014,0.428641528,0.434798815,0.428404727,0.433141093,214320000
15-05-2014,0.426273257,0.43006236,0.422010522,0.427694177,325896000
16-05-2014,0.425326079,0.428404723,0.422957896,0.422957896,283960000
19-05-2014,0.439061463,0.441429645,0.42793101,0.429825562,360076000
20-05-2014,0.43394646,0.440369998,0.431805291,0.439180453,256200000
21-05-2014,0.43394646,0.439418374,0.43132945,0.435611818,216712000
22-05-2014,0.435849726,0.438228816,0.432994824,0.432994824,130364000
23-05-2014,0.43989408,0.442035278,0.435611713,0.438228723,182656000
27-05-2014,0.447745115,0.447745115,0.441083658,0.442511123,209680000
28-05-2014,0.451551676,0.454406578,0.445128139,0.449410506,224676000
29-05-2014,0.45083794,0.455120307,0.449886315,0.451313752,171884000
30-05-2014,0.452027529,0.453217074,0.448458894,0.450837984,239128000
02-06-2014,0.450600147,0.456309953,0.446793591,0.45345505,181500000
03-06-2014,0.448696852,0.452027567,0.442749098,0.451551754,243212000
04-06-2014,0.449172676,0.452503391,0.447269398,0.447507318,161236000
05-06-2014,0.451076001,0.452503438,0.447269445,0.449886456,188696000
06-06-2014,0.452741355,0.456785803,0.451551809,0.453217167,161052000
09-06-2014,0.45321703,0.457499397,0.449172583,0.452265405,247456000
10-06-2014,0.455596238,0.457737437,0.449648512,0.45155179,217608000
11-06-2014,0.461543918,0.462733463,0.453930807,0.453930807,266228000
12-06-2014,0.464398772,0.466539941,0.457499394,0.461543869,337148000
13-06-2014,0.464874595,0.469394883,0.460354308,0.469156963,227852000
16-06-2014,0.463447213,0.466540036,0.459402765,0.462733509,198620000
17-06-2014,0.466540009,0.468443287,0.461543937,0.463923027,157608000
18-06-2014,0.466064185,0.468205383,0.461068084,0.465350452,215536000
19-06-2014,0.455358356,0.459878617,0.452027613,0.457499526,474592000
20-06-2014,0.450362235,0.458213239,0.4467936,0.456547882,353148000
23-06-2014,0.445128143,0.445366035,0.43918039,0.44441441,414200000
24-06-2014,0.438228846,0.447983127,0.436325568,0.444414492,275780000
25-06-2014,0.442749172,0.442987093,0.435374009,0.439418457,215420000
26-06-2014,0.436801434,0.44298708,0.435373996,0.44274916,256908000
27-06-2014,0.437277287,0.43989427,0.433708623,0.436325634,302820000
30-06-2014,0.441083699,0.442273244,0.435611787,0.435611787,180512000
01-07-2014,0.44607985,0.448696861,0.439180471,0.440607937,321180000
02-07-2014,0.444414496,0.446317774,0.441797486,0.444414496,179284000
03-07-2014,0.44845891,0.449648455,0.440369987,0.440369987,136892000
07-07-2014,0.444890261,0.449410549,0.444176528,0.449172628,127496000
08-07-2014,0.441321671,0.445604039,0.437039303,0.443700761,221940000
09-07-2014,0.454644561,0.456547839,0.441797457,0.4451282,387668000
10-07-2014,0.452265412,0.454168689,0.442511132,0.446079767,266308000
11-07-2014,0.45321703,0.454644495,0.45107586,0.452741217,191188000
14-07-2014,0.458927006,0.460116551,0.453455092,0.455120449,272636000
15-07-2014,0.460830212,0.462019757,0.456547844,0.459640667,395440000
16-07-2014,0.460354418,0.466302172,0.457737435,0.462733536,319728000
17-07-2014,0.459164828,0.463923037,0.45512038,0.45512038,324832000
18-07-2014,0.438704669,0.453217132,0.437990937,0.449648496,567816000
21-07-2014,0.441321671,0.444414494,0.437039303,0.437039303,243364000
22-07-2014,0.439418346,0.447031428,0.438466721,0.444652338,298816000
23-07-2014,0.430139869,0.43989415,0.429664057,0.439656258,297352000
24-07-2014,0.430853575,0.433708478,0.427760753,0.432518933,254576000
25-07-2014,0.423240572,0.430377843,0.422526839,0.42942619,266132000
28-07-2014,0.421575248,0.425143884,0.414437976,0.425143884,330352000
29-07-2014,0.42300263,0.428712464,0.421575165,0.421813085,217972000
30-07-2014,0.430139869,0.431329414,0.424430065,0.42561961,246184000
31-07-2014,0.416341186,0.428236637,0.415627453,0.424905922,401880000
01-08-2014,0.420861483,0.423240573,0.414913729,0.416341194,219884000
04-08-2014,0.419909745,0.423954192,0.417768576,0.420385558,241724000
05-08-2014,0.420147717,0.426333363,0.415151616,0.418720252,298136000
06-08-2014,0.419671953,0.424905946,0.414200039,0.417292834,223456000
07-08-2014,0.415389597,0.427047129,0.412534666,0.423240602,407696000
08-08-2014,0.452027529,0.454406619,0.433470622,0.433470622,894348000
11-08-2014,0.449648529,0.45440671,0.448458984,0.452503432,344624000
12-08-2014,0.449648529,0.45202762,0.444652428,0.449410637,296152000
13-08-2014,0.452265412,0.456071967,0.447507232,0.450362134,256596000
14-08-2014,0.447269291,0.453930748,0.445366013,0.453930748,255992000
15-08-2014,0.452979207,0.455596189,0.444414471,0.448696839,369796000
18-08-2014,0.459164828,0.459640669,0.4503622,0.45488246,284076000
19-08-2014,0.462868661,0.465258275,0.457611487,0.45928424,248260000
20-08-2014,0.46000129,0.463346768,0.458806482,0.461196097,221468000
21-08-2014,0.455699891,0.46119601,0.454983029,0.458806395,272796000
22-08-2014,0.455938727,0.45976212,0.452354306,0.455221837,251224000
25-08-2014,0.456655741,0.460957052,0.455699878,0.457850548,153380000
26-08-2014,0.46478045,0.465736284,0.456177827,0.457850551,269636000
27-08-2014,0.45952329,0.465497327,0.4588064,0.461912905,182972000
28-08-2014,0.46334669,0.464302524,0.457133681,0.458567461,179704000
29-08-2014,0.46478045,0.465736284,0.460001193,0.465019394,207932000
02-09-2014,0.465975255,0.465975255,0.461673943,0.465975255,192636000
03-09-2014,0.470276594,0.471949319,0.465258392,0.468364897,259456000
04-09-2014,0.478640199,0.481507759,0.469320686,0.469559659,491832000
05-09-2014,0.477206409,0.480312913,0.474099905,0.478162243,253792000
08-09-2014,0.472905129,0.477684358,0.470993432,0.476728524,319288000
09-09-2014,0.466931134,0.473861034,0.466453217,0.470754529,198588000
10-09-2014,0.46860379,0.470276543,0.464302478,0.469559653,172376000
11-09-2014,0.46382463,0.466931134,0.458806428,0.46525841,250720000
12-09-2014,0.456894636,0.466692065,0.456416719,0.466692065,262536000
15-09-2014,0.450681716,0.459045367,0.448770019,0.458328477,294152000
16-09-2014,0.457372665,0.45976228,0.448053152,0.449486932,219936000
17-09-2014,0.457611501,0.461912812,0.45402708,0.45617775,173584000
18-09-2014,0.464541435,0.465019352,0.459045317,0.460479097,219604000
19-09-2014,0.455938727,0.466453044,0.455221837,0.465975127,601316000
22-09-2014,0.451398611,0.46525838,0.450920665,0.46525838,221464000
23-09-2014,0.449486911,0.454505084,0.447336241,0.449008966,196144000
24-09-2014,0.452115476,0.453549256,0.448770027,0.449247944,159592000
25-09-2014,0.442317933,0.452832251,0.441362099,0.451637444,298440000
26-09-2014,0.443273902,0.446619351,0.441840122,0.443751819,241188000
29-09-2014,0.442557096,0.445663602,0.435388252,0.439689564,208540000
30-09-2014,0.440884292,0.443990797,0.435627118,0.440645319,277204000
01-10-2014,0.436582923,0.4447076,0.435388116,0.441601124,350976000
02-10-2014,0.434671372,0.438016822,0.424634967,0.43586618,288996000
03-10-2014,0.435627133,0.443273922,0.435627133,0.437299886,239140000
06-10-2014,0.432998657,0.440884392,0.430131096,0.43729997,199032000
07-10-2014,0.428458273,0.435388172,0.427980356,0.431086861,301896000
08-10-2014,0.436343908,0.438494578,0.424634783,0.42798026,260172000
09-10-2014,0.427980363,0.434910262,0.424395942,0.434432317,306956000
10-10-2014,0.402650356,0.426068609,0.402411412,0.424634829,691376000
13-10-2014,0.401216656,0.413403701,0.400738739,0.405278995,397628000
14-10-2014,0.41053623,0.421767414,0.40432322,0.406712835,376620000
15-10-2014,0.41674912,0.41889979,0.401933517,0.404562075,404428000
16-10-2014,0.416988134,0.421767363,0.408385511,0.409341374,351116000
17-10-2014,0.41627124,0.42678556,0.414598515,0.422006331,290716000
20-10-2014,0.419855684,0.423679079,0.41340373,0.416271262,200336000
21-10-2014,0.437777728,0.438255645,0.42176729,0.422962098,351092000
22-10-2014,0.427502334,0.438494569,0.427502334,0.43706079,239512000
23-10-2014,0.437060833,0.440167337,0.431803688,0.434910192,214476000
24-10-2014,0.441601187,0.444229746,0.437060902,0.43968949,210156000
27-10-2014,0.441840172,0.443512896,0.436583025,0.441362255,145092000
28-10-2014,0.452354401,0.452832318,0.440167358,0.440645275,192580000
29-10-2014,0.449486911,0.453071333,0.445424544,0.450442746,168340000
30-10-2014,0.446619362,0.450203783,0.440884298,0.448292115,170260000
31-10-2014,0.466931134,0.467170107,0.454505116,0.45689473,256316000
03-11-2014,0.474816859,0.479357143,0.472427244,0.477684391,308732000
04-11-2014,0.481029779,0.482702503,0.470037542,0.477923275,360196000
05-11-2014,0.481029779,0.484136283,0.477445358,0.483897338,335652000
06-11-2014,0.483180463,0.483897353,0.474577812,0.481985628,394088000
07-11-2014,0.472905129,0.494411687,0.4681259,0.488676624,450800000
10-11-2014,0.478401363,0.481507868,0.47123249,0.472427297,293388000
11-11-2014,0.472666085,0.478162174,0.468603718,0.475533616,212992000
12-11-2014,0.46955964,0.472188198,0.463107659,0.470993391,204584000
13-11-2014,0.467170119,0.471949349,0.463346724,0.471232458,225328000
14-11-2014,0.472905129,0.472905129,0.463107699,0.467647983,160248000
17-11-2014,0.470754415,0.475772616,0.467647911,0.470754415,158732000
18-11-2014,0.481985629,0.483180464,0.469798585,0.470993392,207772000
19-11-2014,0.480185777,0.483785396,0.475146368,0.482345548,240300000
20-11-2014,0.488104939,0.488584908,0.47538638,0.476826228,220968000
21-11-2014,0.49074465,0.493144377,0.48666512,0.492424454,198976000
24-11-2014,0.493864328,0.496024042,0.490024753,0.491944512,136004000
25-11-2014,0.49362433,0.497223949,0.491944526,0.492904406,190240000
26-11-2014,0.502023458,0.502503427,0.490504732,0.490744745,219264000
28-11-2014,0.5032233,0.506102996,0.499143769,0.503703268,124832000
01-12-2014,0.493864328,0.503943147,0.493144404,0.501063509,190060000
02-12-2014,0.494584262,0.496743977,0.488824871,0.49338437,245952000
03-12-2014,0.507302761,0.507542717,0.495544082,0.49698393,284424000
04-12-2014,0.502743185,0.508502517,0.499383579,0.506582758,185332000
05-12-2014,0.505622864,0.508262546,0.502743169,0.502983125,165680000
08-12-2014,0.499143571,0.509942369,0.495064041,0.50490296,226944000
09-12-2014,0.497463942,0.498663834,0.488584956,0.496024094,239448000
10-12-2014,0.486425221,0.497943947,0.48594531,0.496024131,204364000
11-12-2014,0.486185282,0.492664541,0.485225403,0.489304934,135652000
12-12-2014,0.471066862,0.484025376,0.470586894,0.479705862,323964000
15-12-2014,0.469627172,0.485225431,0.468187324,0.476586371,254696000
16-12-2014,0.46434772,0.476586342,0.464107765,0.469147204,185308000
17-12-2014,0.483305484,0.484025408,0.458348305,0.473706576,345596000
18-12-2014,0.48522535,0.495064215,0.480665851,0.48930488,226156000
19-12-2014,0.490024865,0.491944624,0.484025517,0.488585017,325528000
22-12-2014,0.498663783,0.498663783,0.487864983,0.489544786,148976000
23-12-2014,0.495543987,0.504902937,0.495064018,0.50250321,109280000
24-12-2014,0.49362433,0.497463904,0.493144418,0.496743981,45644000
26-12-2014,0.494104415,0.496744099,0.492424611,0.493624447,52636000
29-12-2014,0.493384272,0.496743878,0.490264621,0.492664348,82944000
30-12-2014,0.488824844,0.492424463,0.488104921,0.490024736,112120000
31-12-2014,0.48114568,0.492184434,0.479705804,0.489544695,166300000
02-01-2015,0.483065426,0.486665045,0.475386278,0.483065426,113680000
05-01-2015,0.474906474,0.484505412,0.472746731,0.483065564,197952000
06-01-2015,0.460508108,0.476106335,0.460028168,0.475626396,197764000
07-01-2015,0.459308207,0.467947236,0.457868359,0.463867677,321808000
08-01-2015,0.476586282,0.479465978,0.464347662,0.464587646,283780000
09-01-2015,0.478506088,0.482105708,0.471786846,0.478266133,209540000
12-01-2015,0.472506732,0.479945898,0.468187217,0.479705913,190732000
13-01-2015,0.471786797,0.48570522,0.46842719,0.476106312,236720000
14-01-2015,0.473706633,0.475146481,0.465547571,0.466747435,155260000
15-01-2015,0.470346957,0.479945866,0.470106973,0.477066199,188932000
16-01-2015,0.478985995,0.479465935,0.468187195,0.469627042,181512000
20-01-2015,0.480425924,0.484985366,0.474426577,0.482345683,140308000
21-01-2015,0.487145096,0.488344988,0.474426536,0.477786171,144780000
22-01-2015,0.495543987,0.496983834,0.483065386,0.488104795,159712000
23-01-2015,0.496984154,0.497944034,0.491944685,0.496024217,120416000
26-01-2015,0.494824171,0.497223898,0.49170452,0.494824171,133240000
27-01-2015,0.471066862,0.487624995,0.470106954,0.487145027,357948000
28-01-2015,0.463387758,0.478746029,0.463147773,0.476826241,272728000
29-01-2015,0.474666446,0.477306129,0.46146792,0.463627691,235340000
30-01-2015,0.460748136,0.476826334,0.460028241,0.471306955,298200000
02-02-2015,0.470826954,0.472746741,0.454508802,0.463627772,259604000
03-02-2015,0.482585609,0.483065577,0.471786836,0.474186563,183468000
04-02-2015,0.483785421,0.489304798,0.479705862,0.481145738,181516000
05-02-2015,0.491704673,0.491944628,0.483785566,0.484265477,140448000
06-02-2015,0.489544719,0.496983913,0.487384948,0.491224522,210524000
09-02-2015,0.489064872,0.490504663,0.483545494,0.486665145,273944000
10-02-2015,0.502743185,0.50298314,0.487384889,0.48954466,226204000
11-02-2015,0.499383599,0.503943039,0.496023936,0.503943039,320832000
12-02-2015,0.53513968,0.539939134,0.524820847,0.527940498,676904000
13-02-2015,0.535379469,0.536099393,0.525780564,0.533939622,310084000
17-02-2015,0.537059426,0.539699166,0.531060137,0.534419744,203340000
18-02-2015,0.530820131,0.537299446,0.529860252,0.53633951,170948000
19-02-2015,0.532260001,0.538499303,0.529860273,0.537539424,169432000
20-02-2015,0.536099613,0.536339568,0.527940551,0.531780126,157752000
23-02-2015,0.531779945,0.535859474,0.529140206,0.535859474,125008000
24-02-2015,0.537440896,0.537440896,0.529009542,0.533827475,149356000
25-02-2015,0.533345878,0.537682054,0.530936911,0.535273029,123820000
26-02-2015,0.534791231,0.537922894,0.530455056,0.533827656,152864000
27-02-2015,0.5314188,0.534550464,0.529491592,0.533345952,157492000
02-03-2015,0.544427156,0.54731794,0.529250656,0.529973352,301512000
03-03-2015,0.534309506,0.542981801,0.532623235,0.540331954,160344000
04-03-2015,0.5403319,0.541536355,0.530214214,0.532382302,226840000
05-03-2015,0.550690293,0.551653868,0.53888634,0.540331731,323056000
06-03-2015,0.543222785,0.550208751,0.542740968,0.547558904,257392000
09-03-2015,0.544668198,0.548763495,0.542259229,0.543463742,222388000
10-03-2015,0.554062843,0.557676322,0.546113248,0.547076823,527212000
11-03-2015,0.551172435,0.561290067,0.549727043,0.554063162,262120000
12-03-2015,0.546113372,0.549967731,0.535754807,0.545872492,406972000
13-03-2015,0.546836197,0.54828159,0.535995814,0.543463654,359288000
16-03-2015,0.553340375,0.556712976,0.547558865,0.551172345,236956000
17-03-2015,0.560085356,0.560326236,0.548281401,0.55213576,299900000
18-03-2015,0.550931334,0.562976171,0.54587252,0.560085445,413844000
19-03-2015,0.559362888,0.56129004,0.548763441,0.552858681,310756000
20-03-2015,0.565385163,0.568757763,0.558640077,0.563939828,462084000
23-03-2015,0.54707706,0.555749355,0.54683618,0.548522452,426012000
24-03-2015,0.539609313,0.549245184,0.537200345,0.545390824,330480000
25-03-2015,0.506847382,0.539368479,0.505161052,0.539368479,542552000
26-03-2015,0.505160987,0.507329076,0.492875269,0.496488749,311920000
27-03-2015,0.515037596,0.516964747,0.4998611,0.508051575,318288000
30-03-2015,0.517205954,0.519855801,0.510701688,0.517446833,253252000
31-03-2015,0.504197359,0.516242196,0.5037156,0.515760437,357276000
01-04-2015,0.506124675,0.507810947,0.497452379,0.506124675,330768000
02-04-2015,0.507329047,0.51046071,0.502992928,0.509015318,192204000
06-04-2015,0.522023618,0.523709889,0.499861101,0.505160793,515864000
07-04-2015,0.52660054,0.532382047,0.519132704,0.522023487,413964000
08-04-2015,0.530455053,0.532382261,0.522023696,0.52708251,366432000
09-04-2015,0.542740703,0.544426974,0.526118816,0.526359695,379432000
10-04-2015,0.54828161,0.54852249,0.541295586,0.543222795,258728000
13-04-2015,0.543222785,0.550208751,0.54081376,0.547077088,236724000
14-04-2015,0.538645625,0.54322268,0.533345874,0.541054592,220276000
15-04-2015,0.545149863,0.549245102,0.537441144,0.540091048,243560000
16-04-2015,0.541777313,0.546595248,0.537922953,0.542018192,155284000
17-04-2015,0.534791231,0.540090982,0.530214176,0.530455056,293636000
20-04-2015,0.532141447,0.540572804,0.531177814,0.537200262,231624000
21-04-2015,0.5314188,0.538645703,0.528768896,0.538645703,230456000
22-04-2015,0.537440896,0.538163592,0.526359639,0.534550171,207420000
23-04-2015,0.535273015,0.540331887,0.521541908,0.527564355,259380000
24-04-2015,0.530696094,0.535273092,0.524673646,0.535032213,240960000
27-04-2015,0.534791231,0.54418622,0.527805209,0.532382264,248456000
28-04-2015,0.537440896,0.539368104,0.528768606,0.533827475,234484000
29-04-2015,0.533345878,0.538886509,0.53117779,0.533586758,195156000
30-04-2015,0.534791231,0.537441078,0.52949148,0.530695993,218844000
01-05-2015,0.548040807,0.549727079,0.536718605,0.539127573,256968000
04-05-2015,0.544668198,0.551172463,0.542981926,0.547558982,200720000
05-05-2015,0.530696094,0.543463628,0.528287126,0.542740932,292928000
06-05-2015,0.532382369,0.538645696,0.525396346,0.533586824,316484000
07-05-2015,0.541777313,0.543463584,0.528527963,0.530214235,534564000
08-05-2015,0.501788437,0.526119051,0.493597959,0.506124614,1146552000
11-05-2015,0.496970534,0.502029407,0.490948143,0.494802446,544144000
12-05-2015,0.501788437,0.505883677,0.493116142,0.493357079,388800000
13-05-2015,0.504679024,0.509256078,0.499861091,0.50540172,308524000
14-05-2015,0.512869656,0.515519561,0.504920058,0.50612457,293052000
15-05-2015,0.513110638,0.517446757,0.509978974,0.515037789,215824000
18-05-2015,0.512387872,0.515519535,0.509497088,0.511906055,324972000
19-05-2015,0.509193242,0.514759518,0.508225148,0.513065384,253808000
20-05-2015,0.509193242,0.515485559,0.508709195,0.509435236,196824000
21-05-2015,0.505563259,0.511613585,0.505079212,0.50943546,239692000
22-05-2015,0.504837155,0.508709356,0.503627125,0.506773285,212592000
26-05-2015,0.501691043,0.505805239,0.497818842,0.502417085,259732000
27-05-2015,0.52855438,0.530974498,0.503385102,0.505079179,432332000
28-05-2015,0.535814643,0.53750872,0.527586253,0.528554289,327656000
29-05-2015,0.535572708,0.539202856,0.534846666,0.535814702,335168000
01-06-2015,0.541622937,0.54694722,0.53557267,0.538960824,372660000
02-06-2015,0.530974507,0.541139028,0.530490461,0.538234863,224304000
03-06-2015,0.525165975,0.536540521,0.524197882,0.532426327,250788000
04-06-2015,0.534604847,0.536298925,0.522020205,0.522020205,323712000
05-06-2015,0.53871876,0.541138878,0.527344154,0.532910431,313320000
08-06-2015,0.526376009,0.540654719,0.520325745,0.537024571,342812000
09-06-2015,0.529038072,0.532910212,0.525891914,0.526859949,256888000
10-06-2015,0.519599974,0.526134289,0.516695809,0.522746134,529460000
11-06-2015,0.525165975,0.528796122,0.5195997,0.5195997,283052000
12-06-2015,0.510887325,0.524923984,0.509677237,0.521777825,323728000
15-06-2015,0.509919107,0.512339224,0.504352833,0.508224973,306548000
16-06-2015,0.51621151,0.516937551,0.503868928,0.508951157,256892000
17-06-2015,0.522262037,0.525166202,0.514759687,0.515969718,233544000
18-06-2015,0.530974507,0.534362662,0.525166234,0.526618317,299404000
19-06-2015,0.529280245,0.535330511,0.52444001,0.530974322,355656000
22-06-2015,0.527102172,0.533152496,0.519115778,0.530248331,514236000
23-06-2015,0.513549566,0.532184471,0.509435371,0.528070275,414064000
24-06-2015,0.508467436,0.515485797,0.506047317,0.512823626,253368000
25-06-2015,0.512339413,0.515485572,0.508467213,0.508467213,350460000
26-06-2015,0.501932859,0.508709224,0.499754794,0.508225177,421296000
29-06-2015,0.486928165,0.501206877,0.486202124,0.496124589,391724000
30-06-2015,0.48668617,0.492010453,0.483298016,0.489832329,315916000
01-07-2015,0.493704379,0.505804965,0.489348191,0.498786665,302892000
02-07-2015,0.494188577,0.497334736,0.491042418,0.493462536,145764000
06-07-2015,0.488138169,0.496850604,0.484508022,0.490074298,214776000
07-07-2015,0.478941798,0.487170217,0.463695049,0.485234145,594252000
08-07-2015,0.475553632,0.479183809,0.471681432,0.476279673,332492000
09-07-2015,0.469745368,0.48523417,0.466841232,0.483056046,357588000
10-07-2015,0.477973789,0.482330007,0.474585606,0.475795665,216708000
13-07-2015,0.481119841,0.483781953,0.477973683,0.482813918,212472000
14-07-2015,0.481361777,0.482329841,0.475069489,0.481845823,249216000
15-07-2015,0.477973789,0.483298043,0.473617571,0.480151884,265732000
16-07-2015,0.488622278,0.488622278,0.479183801,0.480877878,282848000
17-07-2015,0.485718071,0.487412148,0.479425754,0.486928159,220372000
20-07-2015,0.476763695,0.487654255,0.475553637,0.485718126,188412000
21-07-2015,0.478941798,0.485718134,0.475795639,0.475795639,149720000
22-07-2015,0.469745368,0.475553669,0.463937096,0.475553669,356472000
23-07-2015,0.475553632,0.482571962,0.469745331,0.470713396,169916000
24-07-2015,0.469987273,0.47942572,0.468051173,0.478941702,188844000
27-07-2015,0.46732527,0.472649524,0.462001016,0.465873188,192420000
28-07-2015,0.477489769,0.4806359,0.463695073,0.468535309,198308000
29-07-2015,0.483297944,0.487170144,0.474585509,0.476521609,232680000
30-07-2015,0.484508157,0.489348393,0.48208801,0.48208801,190180000
31-07-2015,0.482813925,0.486686095,0.479909789,0.486444101,218340000
